AMZN_unscaled,AMZN_monthly,scale,AMZN
3,7.0,0.07,0.21000000000000002
19,7.0,0.07,1.33
28,7.0,0.07,1.9600000000000002
28,7.0,0.07,1.9600000000000002
31,7.0,0.07,2.1700000000000004
34,7.0,0.07,2.3800000000000003
13,7.0,0.07,0.9100000000000001
8,7.0,0.07,0.56
24,7.0,0.07,1.6800000000000002
43,7.0,0.07,3.0100000000000002
17,7.0,0.07,1.1900000000000002
24,7.0,0.07,1.6800000000000002
22,7.0,0.07,1.54
0,7.0,0.07,0.0
3,7.0,0.07,0.21000000000000002
4,7.0,0.07,0.28
23,7.0,0.07,1.61
23,7.0,0.07,1.61
40,7.0,0.07,2.8000000000000003
28,7.0,0.07,1.9600000000000002
13,7.0,0.07,0.9100000000000001
8,7.0,0.07,0.56
29,7.0,0.07,2.0300000000000002
34,7.0,0.07,2.3800000000000003
30,7.0,0.07,2.1
40,7.0,0.07,2.8000000000000003
30,7.0,0.07,2.1
10,7.0,0.07,0.7000000000000001
13,7.0,0.07,0.9100000000000001
44,7.0,0.07,3.08
100,7.0,0.07,7.000000000000001
100,9.0,0.09,9.0
36,9.0,0.09,3.2399999999999998
29,9.0,0.09,2.61
15,9.0,0.09,1.3499999999999999
3,9.0,0.09,0.27
20,9.0,0.09,1.7999999999999998
17,9.0,0.09,1.53
16,9.0,0.09,1.44
22,9.0,0.09,1.98
16,9.0,0.09,1.44
4,9.0,0.09,0.36
2,9.0,0.09,0.18
19,9.0,0.09,1.71
18,9.0,0.09,1.6199999999999999
23,9.0,0.09,2.07
25,9.0,0.09,2.25
14,9.0,0.09,1.26
9,9.0,0.09,0.8099999999999999
6,9.0,0.09,0.54
7,9.0,0.09,0.63
12,9.0,0.09,1.08
17,9.0,0.09,1.53
9,9.0,0.09,0.8099999999999999
13,9.0,0.09,1.17
4,9.0,0.09,0.36
0,9.0,0.09,0.0
10,9.0,0.09,0.8999999999999999
19,9.0,0.09,1.71
15,9.0,0.09,1.3499999999999999
44,6.0,0.06,2.6399999999999997
51,6.0,0.06,3.06
9,6.0,0.06,0.54
13,6.0,0.06,0.78
47,6.0,0.06,2.82
39,6.0,0.06,2.34
37,6.0,0.06,2.2199999999999998
88,6.0,0.06,5.279999999999999
50,6.0,0.06,3.0
11,6.0,0.06,0.6599999999999999
6,6.0,0.06,0.36
35,6.0,0.06,2.1
39,6.0,0.06,2.34
52,6.0,0.06,3.12
47,6.0,0.06,2.82
58,6.0,0.06,3.48
9,6.0,0.06,0.54
12,6.0,0.06,0.72
39,6.0,0.06,2.34
60,6.0,0.06,3.5999999999999996
72,6.0,0.06,4.32
47,6.0,0.06,2.82
54,6.0,0.06,3.2399999999999998
27,6.0,0.06,1.6199999999999999
12,6.0,0.06,0.72
70,6.0,0.06,4.2
100,6.0,0.06,6.0
69,6.0,0.06,4.14
49,6.0,0.06,2.94
95,6.0,0.06,5.7
22,6.0,0.06,1.3199999999999998
5,9.0,0.09,0.44999999999999996
12,9.0,0.09,1.08
11,9.0,0.09,0.99
15,9.0,0.09,1.3499999999999999
16,9.0,0.09,1.44
13,9.0,0.09,1.17
3,9.0,0.09,0.27
0,9.0,0.09,0.0
8,9.0,0.09,0.72
17,9.0,0.09,1.53
13,9.0,0.09,1.17
17,9.0,0.09,1.53
15,9.0,0.09,1.3499999999999999
3,9.0,0.09,0.27
7,9.0,0.09,0.63
17,9.0,0.09,1.53
8,9.0,0.09,0.72
12,9.0,0.09,1.08
15,9.0,0.09,1.3499999999999999
14,9.0,0.09,1.26
0,9.0,0.09,0.0
2,9.0,0.09,0.18
17,9.0,0.09,1.53
18,9.0,0.09,1.6199999999999999
5,9.0,0.09,0.44999999999999996
71,9.0,0.09,6.39
100,9.0,0.09,9.0
18,9.0,0.09,1.6199999999999999
10,9.0,0.09,0.8999999999999999
38,9.0,0.09,3.42
74,6.0,0.06,4.4399999999999995
100,6.0,0.06,6.0
85,6.0,0.06,5.1
55,6.0,0.06,3.3
22,6.0,0.06,1.3199999999999998
17,6.0,0.06,1.02
61,6.0,0.06,3.6599999999999997
38,6.0,0.06,2.28
35,6.0,0.06,2.1
71,6.0,0.06,4.26
80,6.0,0.06,4.8
0,6.0,0.06,0.0
6,6.0,0.06,0.36
26,6.0,0.06,1.56
57,6.0,0.06,3.42
44,6.0,0.06,2.6399999999999997
36,6.0,0.06,2.16
77,6.0,0.06,4.62
18,6.0,0.06,1.08
0,6.0,0.06,0.0
27,6.0,0.06,1.6199999999999999
53,6.0,0.06,3.1799999999999997
44,6.0,0.06,2.6399999999999997
36,6.0,0.06,2.16
34,6.0,0.06,2.04
6,6.0,0.06,0.36
6,6.0,0.06,0.36
11,6.0,0.06,0.6599999999999999
67,6.0,0.06,4.02
44,6.0,0.06,2.6399999999999997
18,6.0,0.06,1.08
100,4.0,0.04,4.0
31,4.0,0.04,1.24
42,4.0,0.04,1.68
52,4.0,0.04,2.08
88,4.0,0.04,3.52
65,4.0,0.04,2.6
54,4.0,0.04,2.16
78,4.0,0.04,3.12
26,4.0,0.04,1.04
32,4.0,0.04,1.28
86,4.0,0.04,3.44
56,4.0,0.04,2.24
57,4.0,0.04,2.2800000000000002
63,4.0,0.04,2.52
70,4.0,0.04,2.8000000000000003
21,4.0,0.04,0.84
54,4.0,0.04,2.16
86,4.0,0.04,3.44
53,4.0,0.04,2.12
62,4.0,0.04,2.48
58,4.0,0.04,2.32
60,4.0,0.04,2.4
26,4.0,0.04,1.04
21,4.0,0.04,0.84
41,4.0,0.04,1.6400000000000001
93,4.0,0.04,3.72
66,4.0,0.04,2.64
33,4.0,0.04,1.32
76,4.0,0.04,3.04
31,4.0,0.04,1.24
12,5.0,0.05,0.6000000000000001
20,5.0,0.05,1.0
22,5.0,0.05,1.1
7,5.0,0.05,0.35000000000000003
18,5.0,0.05,0.9
25,5.0,0.05,1.25
7,5.0,0.05,0.35000000000000003
7,5.0,0.05,0.35000000000000003
18,5.0,0.05,0.9
22,5.0,0.05,1.1
23,5.0,0.05,1.1500000000000001
21,5.0,0.05,1.05
20,5.0,0.05,1.0
8,5.0,0.05,0.4
7,5.0,0.05,0.35000000000000003
13,5.0,0.05,0.65
21,5.0,0.05,1.05
13,5.0,0.05,0.65
28,5.0,0.05,1.4000000000000001
26,5.0,0.05,1.3
12,5.0,0.05,0.6000000000000001
7,5.0,0.05,0.35000000000000003
37,5.0,0.05,1.85
26,5.0,0.05,1.3
24,5.0,0.05,1.2000000000000002
64,5.0,0.05,3.2
100,5.0,0.05,5.0
15,5.0,0.05,0.75
3,5.0,0.05,0.15000000000000002
30,5.0,0.05,1.5
22,5.0,0.05,1.1
52,5.0,0.05,2.6
83,5.0,0.05,4.15
63,5.0,0.05,3.1500000000000004
15,5.0,0.05,0.75
15,5.0,0.05,0.75
53,5.0,0.05,2.6500000000000004
52,5.0,0.05,2.6
47,5.0,0.05,2.35
47,5.0,0.05,2.35
24,5.0,0.05,1.2000000000000002
30,5.0,0.05,1.5
15,5.0,0.05,0.75
23,5.0,0.05,1.1500000000000001
40,5.0,0.05,2.0
35,5.0,0.05,1.75
66,5.0,0.05,3.3000000000000003
93,5.0,0.05,4.65
38,5.0,0.05,1.9000000000000001
0,5.0,0.05,0.0
59,5.0,0.05,2.95
41,5.0,0.05,2.0500000000000003
47,5.0,0.05,2.35
24,5.0,0.05,1.2000000000000002
49,5.0,0.05,2.45
58,5.0,0.05,2.9000000000000004
36,5.0,0.05,1.8
75,5.0,0.05,3.75
45,5.0,0.05,2.25
35,5.0,0.05,1.75
100,5.0,0.05,5.0
67,5.0,0.05,3.35
7,7.0,0.07,0.49000000000000005
4,7.0,0.07,0.28
0,7.0,0.07,0.0
30,7.0,0.07,2.1
35,7.0,0.07,2.45
100,7.0,0.07,7.000000000000001
86,7.0,0.07,6.0200000000000005
39,7.0,0.07,2.7300000000000004
29,7.0,0.07,2.0300000000000002
43,7.0,0.07,3.0100000000000002
48,7.0,0.07,3.3600000000000003
40,7.0,0.07,2.8000000000000003
40,7.0,0.07,2.8000000000000003
33,7.0,0.07,2.31
23,7.0,0.07,1.61
20,7.0,0.07,1.4000000000000001
24,7.0,0.07,1.6800000000000002
21,7.0,0.07,1.4700000000000002
27,7.0,0.07,1.8900000000000001
21,7.0,0.07,1.4700000000000002
36,7.0,0.07,2.5200000000000005
10,7.0,0.07,0.7000000000000001
6,7.0,0.07,0.42000000000000004
29,7.0,0.07,2.0300000000000002
18,7.0,0.07,1.2600000000000002
26,7.0,0.07,1.8200000000000003
29,7.0,0.07,2.0300000000000002
17,7.0,0.07,1.1900000000000002
3,7.0,0.07,0.21000000000000002
13,7.0,0.07,0.9100000000000001
20,7.0,0.07,1.4000000000000001
30,7.0,0.07,2.1
24,7.0,0.07,1.6800000000000002
21,7.0,0.07,1.4700000000000002
24,7.0,0.07,1.6800000000000002
7,7.0,0.07,0.49000000000000005
11,7.0,0.07,0.77
21,7.0,0.07,1.4700000000000002
15,7.0,0.07,1.05
24,7.0,0.07,1.6800000000000002
21,7.0,0.07,1.4700000000000002
22,7.0,0.07,1.54
11,7.0,0.07,0.77
5,7.0,0.07,0.35000000000000003
29,7.0,0.07,2.0300000000000002
24,7.0,0.07,1.6800000000000002
18,7.0,0.07,1.2600000000000002
22,7.0,0.07,1.54
32,7.0,0.07,2.24
7,7.0,0.07,0.49000000000000005
8,7.0,0.07,0.56
29,7.0,0.07,2.0300000000000002
31,7.0,0.07,2.1700000000000004
40,7.0,0.07,2.8000000000000003
100,7.0,0.07,7.000000000000001
77,7.0,0.07,5.390000000000001
29,7.0,0.07,2.0300000000000002
3,7.0,0.07,0.21000000000000002
15,7.0,0.07,1.05
9,7.0,0.07,0.6300000000000001
36,7.0,0.07,2.5200000000000005
78,5.0,0.05,3.9000000000000004
76,5.0,0.05,3.8000000000000003
66,5.0,0.05,3.3000000000000003
49,5.0,0.05,2.45
98,5.0,0.05,4.9
45,5.0,0.05,2.25
68,5.0,0.05,3.4000000000000004
74,5.0,0.05,3.7
97,5.0,0.05,4.8500000000000005
8,5.0,0.05,0.4
0,5.0,0.05,0.0
67,5.0,0.05,3.35
59,5.0,0.05,2.95
47,5.0,0.05,2.35
73,5.0,0.05,3.6500000000000004
41,5.0,0.05,2.0500000000000003
24,5.0,0.05,1.2000000000000002
25,5.0,0.05,1.25
91,5.0,0.05,4.55
72,5.0,0.05,3.6
92,5.0,0.05,4.6000000000000005
17,5.0,0.05,0.8500000000000001
55,5.0,0.05,2.75
56,5.0,0.05,2.8000000000000003
55,5.0,0.05,2.75
100,5.0,0.05,5.0
99,5.0,0.05,4.95
100,5.0,0.05,5.0
94,5.0,0.05,4.7
85,5.0,0.05,4.25
30,5.0,0.05,1.5
11,5.0,0.05,0.55
55,5.0,0.05,2.75
81,5.0,0.05,4.05
76,5.0,0.05,3.8000000000000003
93,5.0,0.05,4.65
52,5.0,0.05,2.6
23,5.0,0.05,1.1500000000000001
22,5.0,0.05,1.1
54,5.0,0.05,2.7
82,5.0,0.05,4.1000000000000005
52,5.0,0.05,2.6
53,5.0,0.05,2.6500000000000004
92,5.0,0.05,4.6000000000000005
38,5.0,0.05,1.9000000000000001
15,5.0,0.05,0.75
47,5.0,0.05,2.35
81,5.0,0.05,4.05
86,5.0,0.05,4.3
84,5.0,0.05,4.2
75,5.0,0.05,3.75
44,5.0,0.05,2.2
8,5.0,0.05,0.4
60,5.0,0.05,3.0
22,5.0,0.05,1.1
65,5.0,0.05,3.25
85,5.0,0.05,4.25
62,5.0,0.05,3.1
38,5.0,0.05,1.9000000000000001
12,5.0,0.05,0.6000000000000001
100,5.0,0.05,5.0
7,9.0,0.09,0.63
9,9.0,0.09,0.8099999999999999
14,9.0,0.09,1.26
8,9.0,0.09,0.72
3,9.0,0.09,0.27
3,9.0,0.09,0.27
29,9.0,0.09,2.61
15,9.0,0.09,1.3499999999999999
17,9.0,0.09,1.53
14,9.0,0.09,1.26
11,9.0,0.09,0.99
9,9.0,0.09,0.8099999999999999
2,9.0,0.09,0.18
22,9.0,0.09,1.98
12,9.0,0.09,1.08
14,9.0,0.09,1.26
8,9.0,0.09,0.72
21,9.0,0.09,1.89
4,9.0,0.09,0.36
6,9.0,0.09,0.54
5,9.0,0.09,0.44999999999999996
14,9.0,0.09,1.26
10,9.0,0.09,0.8999999999999999
20,9.0,0.09,1.7999999999999998
30,9.0,0.09,2.6999999999999997
12,9.0,0.09,1.08
6,9.0,0.09,0.54
17,9.0,0.09,1.53
77,9.0,0.09,6.93
100,9.0,0.09,9.0
53,9.0,0.09,4.77
100,7.0,0.07,7.000000000000001
53,7.0,0.07,3.7100000000000004
17,7.0,0.07,1.1900000000000002
81,7.0,0.07,5.670000000000001
68,7.0,0.07,4.760000000000001
72,7.0,0.07,5.040000000000001
62,7.0,0.07,4.340000000000001
68,7.0,0.07,4.760000000000001
16,7.0,0.07,1.12
11,7.0,0.07,0.77
42,7.0,0.07,2.9400000000000004
48,7.0,0.07,3.3600000000000003
53,7.0,0.07,3.7100000000000004
56,7.0,0.07,3.9200000000000004
64,7.0,0.07,4.48
31,7.0,0.07,2.1700000000000004
27,7.0,0.07,1.8900000000000001
19,7.0,0.07,1.33
51,7.0,0.07,3.5700000000000003
47,7.0,0.07,3.2900000000000005
40,7.0,0.07,2.8000000000000003
35,7.0,0.07,2.45
15,7.0,0.07,1.05
4,7.0,0.07,0.28
41,7.0,0.07,2.87
58,7.0,0.07,4.0600000000000005
46,7.0,0.07,3.22
45,7.0,0.07,3.1500000000000004
57,5.0,0.05,2.85
22,5.0,0.05,1.1
16,5.0,0.05,0.8
64,5.0,0.05,3.2
87,5.0,0.05,4.3500000000000005
94,5.0,0.05,4.7
70,5.0,0.05,3.5
79,5.0,0.05,3.95
29,5.0,0.05,1.4500000000000002
36,5.0,0.05,1.8
68,5.0,0.05,3.4000000000000004
66,5.0,0.05,3.3000000000000003
74,5.0,0.05,3.7
100,5.0,0.05,5.0
87,5.0,0.05,4.3500000000000005
27,5.0,0.05,1.35
20,5.0,0.05,1.0
66,5.0,0.05,3.3000000000000003
85,5.0,0.05,4.25
82,5.0,0.05,4.1000000000000005
54,5.0,0.05,2.7
81,5.0,0.05,4.05
23,5.0,0.05,1.1500000000000001
16,5.0,0.05,0.8
69,5.0,0.05,3.45
32,5.0,0.05,1.6
63,5.0,0.05,3.1500000000000004
59,5.0,0.05,2.95
45,5.0,0.05,2.25
24,5.0,0.05,1.2000000000000002
7,5.0,0.05,0.35000000000000003
9,8.0,0.08,0.72
15,8.0,0.08,1.2
12,8.0,0.08,0.96
16,8.0,0.08,1.28
12,8.0,0.08,0.96
4,8.0,0.08,0.32
7,8.0,0.08,0.56
15,8.0,0.08,1.2
13,8.0,0.08,1.04
15,8.0,0.08,1.2
20,8.0,0.08,1.6
19,8.0,0.08,1.52
7,8.0,0.08,0.56
8,8.0,0.08,0.64
21,8.0,0.08,1.68
23,8.0,0.08,1.84
17,8.0,0.08,1.36
19,8.0,0.08,1.52
14,8.0,0.08,1.12
6,8.0,0.08,0.48
6,8.0,0.08,0.48
17,8.0,0.08,1.36
22,8.0,0.08,1.76
32,8.0,0.08,2.56
76,8.0,0.08,6.08
100,8.0,0.08,8.0
24,8.0,0.08,1.92
6,8.0,0.08,0.48
33,8.0,0.08,2.64
33,8.0,0.08,2.64
100,6.0,0.06,6.0
95,6.0,0.06,5.7
99,6.0,0.06,5.9399999999999995
24,6.0,0.06,1.44
31,6.0,0.06,1.8599999999999999
94,6.0,0.06,5.64
93,6.0,0.06,5.58
66,6.0,0.06,3.96
98,6.0,0.06,5.88
57,6.0,0.06,3.42
41,6.0,0.06,2.46
7,6.0,0.06,0.42
77,6.0,0.06,4.62
81,6.0,0.06,4.859999999999999
99,6.0,0.06,5.9399999999999995
66,6.0,0.06,3.96
60,6.0,0.06,3.5999999999999996
28,6.0,0.06,1.68
17,6.0,0.06,1.02
81,6.0,0.06,4.859999999999999
56,6.0,0.06,3.36
70,6.0,0.06,4.2
58,6.0,0.06,3.48
75,6.0,0.06,4.5
18,6.0,0.06,1.08
26,6.0,0.06,1.56
27,6.0,0.06,1.6199999999999999
70,6.0,0.06,4.2
70,6.0,0.06,4.2
66,6.0,0.06,3.96
67,6.0,0.06,4.02
21,5.0,0.05,1.05
17,5.0,0.05,0.8500000000000001
51,5.0,0.05,2.5500000000000003
73,5.0,0.05,3.6500000000000004
100,5.0,0.05,5.0
48,5.0,0.05,2.4000000000000004
92,5.0,0.05,4.6000000000000005
43,5.0,0.05,2.15
36,5.0,0.05,1.8
80,5.0,0.05,4.0
75,5.0,0.05,3.75
42,5.0,0.05,2.1
63,5.0,0.05,3.1500000000000004
64,5.0,0.05,3.2
18,5.0,0.05,0.9
22,5.0,0.05,1.1
49,5.0,0.05,2.45
39,5.0,0.05,1.9500000000000002
57,5.0,0.05,2.85
52,5.0,0.05,2.6
68,5.0,0.05,3.4000000000000004
11,5.0,0.05,0.55
7,5.0,0.05,0.35000000000000003
29,5.0,0.05,1.4500000000000002
54,5.0,0.05,2.7
42,5.0,0.05,2.1
61,5.0,0.05,3.0500000000000003
54,5.0,0.05,2.7
46,5.0,0.05,2.3000000000000003
7,5.0,0.05,0.35000000000000003
21,8.0,0.08,1.68
26,8.0,0.08,2.08
20,8.0,0.08,1.6
6,8.0,0.08,0.48
16,8.0,0.08,1.28
13,8.0,0.08,1.04
15,8.0,0.08,1.2
18,8.0,0.08,1.44
19,8.0,0.08,1.52
23,8.0,0.08,1.84
35,8.0,0.08,2.8000000000000003
44,8.0,0.08,3.52
14,8.0,0.08,1.12
17,8.0,0.08,1.36
34,8.0,0.08,2.72
34,8.0,0.08,2.72
29,8.0,0.08,2.32
30,8.0,0.08,2.4
30,8.0,0.08,2.4
8,8.0,0.08,0.64
8,8.0,0.08,0.64
22,8.0,0.08,1.76
21,8.0,0.08,1.68
22,8.0,0.08,1.76
96,8.0,0.08,7.68
100,8.0,0.08,8.0
24,8.0,0.08,1.92
10,8.0,0.08,0.8
37,8.0,0.08,2.96
34,8.0,0.08,2.72
29,8.0,0.08,2.32
82,7.0,0.07,5.74
43,7.0,0.07,3.0100000000000002
27,7.0,0.07,1.8900000000000001
28,7.0,0.07,1.9600000000000002
52,7.0,0.07,3.6400000000000006
100,7.0,0.07,7.000000000000001
66,7.0,0.07,4.62
63,7.0,0.07,4.41
62,7.0,0.07,4.340000000000001
18,7.0,0.07,1.2600000000000002
19,7.0,0.07,1.33
48,7.0,0.07,3.3600000000000003
40,7.0,0.07,2.8000000000000003
55,7.0,0.07,3.8500000000000005
57,7.0,0.07,3.99
70,7.0,0.07,4.9
19,7.0,0.07,1.33
14,7.0,0.07,0.9800000000000001
63,7.0,0.07,4.41
55,7.0,0.07,3.8500000000000005
66,7.0,0.07,4.62
60,7.0,0.07,4.2
62,7.0,0.07,4.340000000000001
18,7.0,0.07,1.2600000000000002
18,7.0,0.07,1.2600000000000002
50,7.0,0.07,3.5000000000000004
61,7.0,0.07,4.2700000000000005
72,7.0,0.07,5.040000000000001
55,7.0,0.07,3.8500000000000005
72,7.0,0.07,5.040000000000001
13,7.0,0.07,0.9100000000000001
9,6.0,0.06,0.54
25,6.0,0.06,1.5
72,6.0,0.06,4.32
84,6.0,0.06,5.04
75,6.0,0.06,4.5
57,6.0,0.06,3.42
26,6.0,0.06,1.56
14,6.0,0.06,0.84
66,6.0,0.06,3.96
60,6.0,0.06,3.5999999999999996
71,6.0,0.06,4.26
57,6.0,0.06,3.42
47,6.0,0.06,2.82
9,6.0,0.06,0.54
20,6.0,0.06,1.2
54,6.0,0.06,3.2399999999999998
80,6.0,0.06,4.8
93,6.0,0.06,5.58
98,6.0,0.06,5.88
100,6.0,0.06,6.0
27,6.0,0.06,1.6199999999999999
29,6.0,0.06,1.74
65,6.0,0.06,3.9
67,6.0,0.06,4.02
73,6.0,0.06,4.38
59,6.0,0.06,3.54
95,6.0,0.06,5.7
18,6.0,0.06,1.08
21,6.0,0.06,1.26
48,6.0,0.06,2.88
17,11.0,0.11,1.87
15,11.0,0.11,1.65
15,11.0,0.11,1.65
19,11.0,0.11,2.09
6,11.0,0.11,0.66
7,11.0,0.11,0.77
15,11.0,0.11,1.65
19,11.0,0.11,2.09
11,11.0,0.11,1.21
17,11.0,0.11,1.87
16,11.0,0.11,1.76
6,11.0,0.11,0.66
4,11.0,0.11,0.44
13,11.0,0.11,1.43
10,11.0,0.11,1.1
19,11.0,0.11,2.09
14,11.0,0.11,1.54
27,11.0,0.11,2.97
11,11.0,0.11,1.21
10,11.0,0.11,1.1
16,11.0,0.11,1.76
24,11.0,0.11,2.64
25,11.0,0.11,2.75
65,11.0,0.11,7.15
100,11.0,0.11,11.0
16,11.0,0.11,1.76
7,11.0,0.11,0.77
32,11.0,0.11,3.52
23,11.0,0.11,2.53
30,11.0,0.11,3.3
20,11.0,0.11,2.2
91,9.0,0.09,8.19
27,9.0,0.09,2.4299999999999997
33,9.0,0.09,2.9699999999999998
68,9.0,0.09,6.12
49,9.0,0.09,4.41
61,9.0,0.09,5.49
91,9.0,0.09,8.19
56,9.0,0.09,5.04
31,9.0,0.09,2.79
14,9.0,0.09,1.26
74,9.0,0.09,6.66
67,9.0,0.09,6.029999999999999
100,9.0,0.09,9.0
84,9.0,0.09,7.56
75,9.0,0.09,6.75
33,9.0,0.09,2.9699999999999998
24,9.0,0.09,2.16
68,9.0,0.09,6.12
82,9.0,0.09,7.38
70,9.0,0.09,6.3
71,9.0,0.09,6.39
58,9.0,0.09,5.22
22,9.0,0.09,1.98
12,9.0,0.09,1.08
52,9.0,0.09,4.68
91,9.0,0.09,8.19
62,9.0,0.09,5.58
30,9.0,0.09,2.6999999999999997
65,9.0,0.09,5.85
26,9.0,0.09,2.34
14,10.0,0.1,1.4000000000000001
100,10.0,0.1,10.0
59,10.0,0.1,5.9
50,10.0,0.1,5.0
37,10.0,0.1,3.7
29,10.0,0.1,2.9000000000000004
12,10.0,0.1,1.2000000000000002
9,10.0,0.1,0.9
27,10.0,0.1,2.7
42,10.0,0.1,4.2
26,10.0,0.1,2.6
25,10.0,0.1,2.5
36,10.0,0.1,3.6
25,10.0,0.1,2.5
12,10.0,0.1,1.2000000000000002
30,10.0,0.1,3.0
41,10.0,0.1,4.1000000000000005
42,10.0,0.1,4.2
34,10.0,0.1,3.4000000000000004
54,10.0,0.1,5.4
17,10.0,0.1,1.7000000000000002
13,10.0,0.1,1.3
33,10.0,0.1,3.3000000000000003
46,10.0,0.1,4.6000000000000005
13,10.0,0.1,1.3
42,10.0,0.1,4.2
36,10.0,0.1,3.6
20,10.0,0.1,2.0
13,10.0,0.1,1.3
33,10.0,0.1,3.3000000000000003
37,10.0,0.1,3.7
4,13.0,0.13,0.52
14,13.0,0.13,1.82
16,13.0,0.13,2.08
7,13.0,0.13,0.91
5,13.0,0.13,0.65
16,13.0,0.13,2.08
15,13.0,0.13,1.9500000000000002
17,13.0,0.13,2.21
14,13.0,0.13,1.82
16,13.0,0.13,2.08
6,13.0,0.13,0.78
2,13.0,0.13,0.26
17,13.0,0.13,2.21
15,13.0,0.13,1.9500000000000002
14,13.0,0.13,1.82
17,13.0,0.13,2.21
17,13.0,0.13,2.21
9,13.0,0.13,1.17
6,13.0,0.13,0.78
9,13.0,0.13,1.17
14,13.0,0.13,1.82
17,13.0,0.13,2.21
21,13.0,0.13,2.73
18,13.0,0.13,2.34
7,13.0,0.13,0.91
5,13.0,0.13,0.65
20,13.0,0.13,2.6
20,13.0,0.13,2.6
27,13.0,0.13,3.5100000000000002
68,13.0,0.13,8.84
100,13.0,0.13,13.0
57,13.0,0.13,7.41
27,13.0,0.13,3.5100000000000002
100,13.0,0.13,13.0
68,13.0,0.13,8.84
57,13.0,0.13,7.41
55,13.0,0.13,7.15
67,13.0,0.13,8.71
17,13.0,0.13,2.21
8,13.0,0.13,1.04
42,13.0,0.13,5.46
38,13.0,0.13,4.94
61,13.0,0.13,7.930000000000001
53,13.0,0.13,6.890000000000001
47,13.0,0.13,6.11
14,13.0,0.13,1.82
6,13.0,0.13,0.78
14,13.0,0.13,1.82
37,13.0,0.13,4.8100000000000005
43,13.0,0.13,5.59
47,13.0,0.13,6.11
42,13.0,0.13,5.46
16,13.0,0.13,2.08
8,13.0,0.13,1.04
26,13.0,0.13,3.38
42,13.0,0.13,5.46
57,13.0,0.13,7.41
40,13.0,0.13,5.2
38,13.0,0.13,4.94
19,9.0,0.09,1.71
11,9.0,0.09,0.99
38,9.0,0.09,3.42
54,9.0,0.09,4.859999999999999
71,9.0,0.09,6.39
44,9.0,0.09,3.96
56,9.0,0.09,5.04
14,9.0,0.09,1.26
19,9.0,0.09,1.71
35,9.0,0.09,3.15
46,9.0,0.09,4.14
43,9.0,0.09,3.8699999999999997
100,9.0,0.09,9.0
70,9.0,0.09,6.3
25,9.0,0.09,2.25
15,9.0,0.09,1.3499999999999999
58,9.0,0.09,5.22
64,9.0,0.09,5.76
57,9.0,0.09,5.13
51,9.0,0.09,4.59
49,9.0,0.09,4.41
21,9.0,0.09,1.89
11,9.0,0.09,0.99
52,9.0,0.09,4.68
47,9.0,0.09,4.2299999999999995
44,9.0,0.09,3.96
52,9.0,0.09,4.68
67,9.0,0.09,6.029999999999999
8,9.0,0.09,0.72
11,9.0,0.09,0.99
65,9.0,0.09,5.85
29,16.0,0.16,4.64
37,16.0,0.16,5.92
29,16.0,0.16,4.64
33,16.0,0.16,5.28
9,16.0,0.16,1.44
4,16.0,0.16,0.64
27,16.0,0.16,4.32
26,16.0,0.16,4.16
29,16.0,0.16,4.64
32,16.0,0.16,5.12
34,16.0,0.16,5.44
9,16.0,0.16,1.44
6,16.0,0.16,0.96
33,16.0,0.16,5.28
20,16.0,0.16,3.2
16,16.0,0.16,2.56
25,16.0,0.16,4.0
15,16.0,0.16,2.4
3,16.0,0.16,0.48
5,16.0,0.16,0.8
27,16.0,0.16,4.32
34,16.0,0.16,5.44
26,16.0,0.16,4.16
79,16.0,0.16,12.64
100,16.0,0.16,16.0
35,16.0,0.16,5.6000000000000005
17,16.0,0.16,2.72
62,16.0,0.16,9.92
40,16.0,0.16,6.4
47,16.0,0.16,7.5200000000000005
81,13.0,0.13,10.530000000000001
82,13.0,0.13,10.66
33,13.0,0.13,4.29
18,13.0,0.13,2.34
72,13.0,0.13,9.36
93,13.0,0.13,12.09
82,13.0,0.13,10.66
94,13.0,0.13,12.22
100,13.0,0.13,13.0
26,13.0,0.13,3.38
22,13.0,0.13,2.8600000000000003
77,13.0,0.13,10.01
69,13.0,0.13,8.97
60,13.0,0.13,7.800000000000001
81,13.0,0.13,10.530000000000001
76,13.0,0.13,9.88
28,13.0,0.13,3.64
11,13.0,0.13,1.4300000000000002
69,13.0,0.13,8.97
71,13.0,0.13,9.23
52,13.0,0.13,6.76
75,13.0,0.13,9.75
71,13.0,0.13,9.23
23,13.0,0.13,2.99
21,13.0,0.13,2.73
15,13.0,0.13,1.9500000000000002
71,13.0,0.13,9.23
70,13.0,0.13,9.1
57,13.0,0.13,7.41
71,13.0,0.13,9.23
14,13.0,0.13,1.82
7,14.0,0.14,0.9800000000000001
31,14.0,0.14,4.340000000000001
21,14.0,0.14,2.9400000000000004
29,14.0,0.14,4.0600000000000005
48,14.0,0.14,6.720000000000001
51,14.0,0.14,7.140000000000001
13,14.0,0.14,1.8200000000000003
9,14.0,0.14,1.2600000000000002
27,14.0,0.14,3.7800000000000002
36,14.0,0.14,5.040000000000001
42,14.0,0.14,5.880000000000001
40,14.0,0.14,5.6000000000000005
36,14.0,0.14,5.040000000000001
9,14.0,0.14,1.2600000000000002
9,14.0,0.14,1.2600000000000002
34,14.0,0.14,4.760000000000001
40,14.0,0.14,5.6000000000000005
100,14.0,0.14,14.000000000000002
74,14.0,0.14,10.360000000000001
