AMZN_unscaled,AMZN_monthly,scale,AMZN
85,57.0,0.57,48.449999999999996
35,57.0,0.57,19.95
20,57.0,0.57,11.399999999999999
78,57.0,0.57,44.459999999999994
89,57.0,0.57,50.73
76,57.0,0.57,43.31999999999999
80,57.0,0.57,45.599999999999994
75,57.0,0.57,42.74999999999999
30,57.0,0.57,17.099999999999998
25,57.0,0.57,14.249999999999998
34,70.0,0.7,23.799999999999997
37,70.0,0.7,25.9
41,70.0,0.7,28.7
43,70.0,0.7,30.099999999999998
37,70.0,0.7,25.9
16,70.0,0.7,11.2
10,70.0,0.7,7.0
34,70.0,0.7,23.799999999999997
34,70.0,0.7,23.799999999999997
32,70.0,0.7,22.4
35,70.0,0.7,24.5
36,70.0,0.7,25.2
12,70.0,0.7,8.399999999999999
10,70.0,0.7,7.0
29,70.0,0.7,20.299999999999997
36,70.0,0.7,25.2
37,70.0,0.7,25.9
34,70.0,0.7,23.799999999999997
16,70.0,0.7,11.2
11,70.0,0.7,7.699999999999999
11,70.0,0.7,7.699999999999999
38,70.0,0.7,26.599999999999998
51,70.0,0.7,35.699999999999996
52,70.0,0.7,36.4
100,70.0,0.7,70.0
76,70.0,0.7,53.199999999999996
20,70.0,0.7,14.0
14,70.0,0.7,9.799999999999999
45,70.0,0.7,31.499999999999996
42,70.0,0.7,29.4
64,63.0,0.63,40.32
61,63.0,0.63,38.43
100,63.0,0.63,63.0
30,63.0,0.63,18.9
20,63.0,0.63,12.6
78,63.0,0.63,49.14
81,63.0,0.63,51.03
60,63.0,0.63,37.8
65,63.0,0.63,40.95
69,63.0,0.63,43.47
28,63.0,0.63,17.64
19,63.0,0.63,11.97
74,63.0,0.63,46.62
67,63.0,0.63,42.21
68,63.0,0.63,42.84
77,63.0,0.63,48.51
66,63.0,0.63,41.58
27,63.0,0.63,17.01
20,63.0,0.63,12.6
53,63.0,0.63,33.39
71,63.0,0.63,44.73
56,63.0,0.63,35.28
58,63.0,0.63,36.54
63,63.0,0.63,39.69
20,63.0,0.63,12.6
23,63.0,0.63,14.49
24,63.0,0.63,15.120000000000001
54,63.0,0.63,34.02
56,63.0,0.63,35.28
54,63.0,0.63,34.02
59,63.0,0.63,37.17
31,50.0,0.5,15.5
22,50.0,0.5,11.0
95,50.0,0.5,47.5
100,50.0,0.5,50.0
77,50.0,0.5,38.5
75,50.0,0.5,37.5
76,50.0,0.5,38.0
32,50.0,0.5,16.0
21,50.0,0.5,10.5
77,50.0,0.5,38.5
71,50.0,0.5,35.5
68,50.0,0.5,34.0
67,50.0,0.5,33.5
52,50.0,0.5,26.0
23,50.0,0.5,11.5
17,50.0,0.5,8.5
62,50.0,0.5,31.0
67,50.0,0.5,33.5
71,50.0,0.5,35.5
68,50.0,0.5,34.0
61,50.0,0.5,30.5
16,50.0,0.5,8.0
12,50.0,0.5,6.0
52,50.0,0.5,26.0
57,50.0,0.5,28.5
51,50.0,0.5,25.5
53,50.0,0.5,26.5
50,50.0,0.5,25.0
12,50.0,0.5,6.0
10,50.0,0.5,5.0
45,53.0,0.53,23.85
37,53.0,0.53,19.61
38,53.0,0.53,20.14
14,53.0,0.53,7.42
36,53.0,0.53,19.080000000000002
11,53.0,0.53,5.83
6,53.0,0.53,3.18
43,53.0,0.53,22.790000000000003
47,53.0,0.53,24.91
65,53.0,0.53,34.45
56,53.0,0.53,29.68
47,53.0,0.53,24.91
16,53.0,0.53,8.48
7,53.0,0.53,3.71
51,53.0,0.53,27.03
48,53.0,0.53,25.44
49,53.0,0.53,25.970000000000002
43,53.0,0.53,22.790000000000003
40,53.0,0.53,21.200000000000003
8,53.0,0.53,4.24
7,53.0,0.53,3.71
42,53.0,0.53,22.26
57,53.0,0.53,30.21
56,53.0,0.53,29.68
100,53.0,0.53,53.0
88,53.0,0.53,46.64
13,53.0,0.53,6.890000000000001
10,53.0,0.53,5.300000000000001
44,53.0,0.53,23.32
50,53.0,0.53,26.5
48,53.0,0.53,25.44
91,44.0,0.44,40.04
70,44.0,0.44,30.8
15,44.0,0.44,6.6
13,44.0,0.44,5.72
100,44.0,0.44,44.0
99,44.0,0.44,43.56
85,44.0,0.44,37.4
85,44.0,0.44,37.4
63,44.0,0.44,27.72
15,44.0,0.44,6.6
12,44.0,0.44,5.28
63,44.0,0.44,27.72
72,44.0,0.44,31.68
95,44.0,0.44,41.8
90,44.0,0.44,39.6
75,44.0,0.44,33.0
19,44.0,0.44,8.36
10,44.0,0.44,4.4
66,44.0,0.44,29.04
58,44.0,0.44,25.52
66,44.0,0.44,29.04
55,44.0,0.44,24.2
66,44.0,0.44,29.04
18,44.0,0.44,7.92
14,44.0,0.44,6.16
61,44.0,0.44,26.84
65,44.0,0.44,28.6
58,44.0,0.44,25.52
58,44.0,0.44,25.52
55,44.0,0.44,24.2
13,44.0,0.44,5.72
11,33.0,0.33,3.6300000000000003
15,33.0,0.33,4.95
93,33.0,0.33,30.69
90,33.0,0.33,29.700000000000003
93,33.0,0.33,30.69
86,33.0,0.33,28.380000000000003
22,33.0,0.33,7.260000000000001
19,33.0,0.33,6.2700000000000005
86,33.0,0.33,28.380000000000003
71,33.0,0.33,23.43
78,33.0,0.33,25.740000000000002
100,33.0,0.33,33.0
75,33.0,0.33,24.75
19,33.0,0.33,6.2700000000000005
13,33.0,0.33,4.29
67,33.0,0.33,22.11
71,33.0,0.33,23.43
69,33.0,0.33,22.77
74,33.0,0.33,24.42
73,33.0,0.33,24.09
20,33.0,0.33,6.6000000000000005
16,33.0,0.33,5.28
77,33.0,0.33,25.41
80,33.0,0.33,26.400000000000002
89,33.0,0.33,29.37
88,33.0,0.33,29.040000000000003
82,33.0,0.33,27.060000000000002
19,33.0,0.33,6.2700000000000005
14,33.0,0.33,4.62
86,33.0,0.33,28.380000000000003
21,45.0,0.45,9.450000000000001
25,45.0,0.45,11.25
24,45.0,0.45,10.8
20,45.0,0.45,9.0
5,45.0,0.45,2.25
4,45.0,0.45,1.8
21,45.0,0.45,9.450000000000001
21,45.0,0.45,9.450000000000001
24,45.0,0.45,10.8
23,45.0,0.45,10.35
23,45.0,0.45,10.35
7,45.0,0.45,3.15
5,45.0,0.45,2.25
19,45.0,0.45,8.55
26,45.0,0.45,11.700000000000001
24,45.0,0.45,10.8
24,45.0,0.45,10.8
20,45.0,0.45,9.0
6,45.0,0.45,2.7
3,45.0,0.45,1.35
25,45.0,0.45,11.25
27,45.0,0.45,12.15
25,45.0,0.45,11.25
77,45.0,0.45,34.65
100,45.0,0.45,45.0
18,45.0,0.45,8.1
7,45.0,0.45,3.15
33,45.0,0.45,14.85
26,45.0,0.45,11.700000000000001
24,45.0,0.45,10.8
23,45.0,0.45,10.35
100,32.0,0.32,32.0
24,32.0,0.32,7.68
13,32.0,0.32,4.16
92,32.0,0.32,29.44
96,32.0,0.32,30.72
86,32.0,0.32,27.52
93,32.0,0.32,29.76
84,32.0,0.32,26.88
28,32.0,0.32,8.96
13,32.0,0.32,4.16
70,32.0,0.32,22.400000000000002
72,32.0,0.32,23.04
90,32.0,0.32,28.8
87,32.0,0.32,27.84
93,32.0,0.32,29.76
30,32.0,0.32,9.6
15,32.0,0.32,4.8
93,32.0,0.32,29.76
84,32.0,0.32,26.88
78,32.0,0.32,24.96
77,32.0,0.32,24.64
72,32.0,0.32,23.04
20,32.0,0.32,6.4
14,32.0,0.32,4.48
83,32.0,0.32,26.560000000000002
97,32.0,0.32,31.04
83,32.0,0.32,26.560000000000002
26,32.0,0.32,8.32
64,32.0,0.32,20.48
25,32.0,0.32,8.0
18,34.0,0.34,6.12
100,34.0,0.34,34.0
93,34.0,0.34,31.62
90,34.0,0.34,30.6
