Date,Open-amzn,High-amzn,Low-amzn,Close-amzn,Adj Close-amzn,Volume-amzn,SMA-7,SMA-21,SMA-90,Change,% Change,Gain,Loss,Average Gain,Average Loss,RS,RSI-14 Day,TR,DM+1,DM-1,TR-14,DM+1-14,DM-1+14,dl+1-14,dl-1-14,dl14diff,dl14sum,DX,ADX
10/7/14,319.429993,322,316.670013,316.980011,316.980011,2365400,320.2928596,324.6804765,330.0285566,-5.220001,-1.620111982,0,5.220001,1.334303048,2.012881458,0.66288208,39.8634448,5.529999,0,2.929993,91.23004,14.380005,18.889983,15.76235744,20.70588043,4.943522989,36.46823787,13.5556947,41.40991339
10/8/14,316.579987,324.109985,314.140015,322.700012,322.700012,3452800,320.4185746,324.3447628,330.1825568,5.720001,1.804530507,5.720001,0,1.647567187,1.869104211,0.881474226,46.85018874,9.96997,0,2.529998,97.809995,14.380005,21.419981,14.70197908,21.89958296,7.197603885,36.60156204,19.66474512,38.70028578
10/9/14,321.48999,322.269989,314.519989,315.369995,315.369995,3587900,319.4085736,323.5847632,330.2734456,-7.330017,-2.271464744,0,7.330017,1.529883817,2.25916941,0.677188621,40.37641398,8.180023,0,0,98.230008,8.720001,21.419981,8.87712541,21.80594447,12.92881906,30.68306988,42.13665423,39.26513123
10/10/14,314.019989,317.769989,311.380005,311.390015,311.390015,3681900,318.5414341,322.673812,330.324668,-3.97998,-1.262003381,0,3.97998,1.420606401,2.382084452,0.596371132,37.35792511,6.389984,0,3.139984,94.359983,8.720001,20.049956,9.241206625,21.24836754,12.00716092,30.48957417,39.38120241,39.00387462
10/13/14,309.869995,313.200012,303.470001,306.450012,306.450012,4363900,316.8328639,321.4957173,330.1344459,-4.940003,-1.586435904,0,4.940003,1.319134516,2.56479292,0.514323985,33.96393309,9.730011,0,7.910004,97.739988,8.720001,27.95996,8.92163093,28.60646965,19.68483872,37.52810058,52.45359721,39.49450613
10/14/14,308,312.23999,305.75,308.309998,308.309998,3385800,314.7714364,320.7538117,329.8971124,1.859986,0.606945971,1.859986,0,1.357766764,2.381593426,0.570108546,36.31013584,6.48999,0,0,94.349974,6.880005,27.95996,7.292005189,29.63430599,22.3423008,36.92631118,60.5050981,39.42139977
10/15/14,304.350006,307.899994,299.100006,305.970001,305.970001,5343900,312.4528634,319.7161922,329.6578901,-2.339997,-0.758975387,0,2.339997,1.260783424,2.378622252,0.530047772,34.64256354,9.209992,0,6.649994,96.419951,6.880005,34.609954,7.135457889,35.89501306,28.75955517,43.03047094,66.83532514,39.8787368
10/16/14,293.829987,306.820007,293.829987,302.859985,302.859985,4731300,310.4357169,318.7095249,329.3295566,-3.110016,-1.016444746,0,3.110016,1.170727465,2.430864663,0.48160948,32.50583141,12.99002,0,5.270019,103.549986,6.880005,36.119994,6.644138996,34.88169858,28.23755959,41.52583758,67.999976,40.39707425
10/17/14,307.149994,309.200012,302.720001,303.640015,303.640015,4405100,307.7128601,317.6923827,328.97889,0.78003,0.257554658,0.78003,0,1.142820503,2.257231473,0.506293004,33.61185392,6.480011,2.380005,0,105.279997,9.01001,36.119994,8.558140441,34.30850592,25.75036548,42.86664636,60.07086549,41.41612547
10/20/14,302.950012,306.529999,302.019989,306.209991,306.209991,3234500,306.4042881,316.4966677,328.7600009,2.569976,0.846389103,2.569976,0,1.244760182,2.096000653,0.593873947,37.25978133,4.51001,0,0.700012,104.870024,9.01001,36.330016,8.591597156,34.64289853,26.05130137,43.23449568,60.25582341,42.43087098
10/21/14,309.899994,315.640015,307.070007,315.329987,315.329987,3559300,306.9671413,316.0600004,328.6384454,9.119996,2.978346974,9.119996,0,1.807277026,1.946286321,0.928577161,48.14830227,9.430024,9.110016,0,107.410034,18.120026,33.369994,16.86995649,31.06785536,14.19789887,47.93781184,29.61732779,41.18734626
10/22/14,315.429993,318.980011,312.640015,312.970001,312.970001,3125900,307.8985683,315.5523811,328.4756676,-2.359986,-0.748417879,0,2.359986,1.67818581,1.975836298,0.849354682,45.92708419,6.339996,3.339996,0,106.530029,21.460022,29.130004,20.14457539,27.34440634,7.199830951,47.48898172,15.16105566,38.43232582
10/23/14,313.399994,316.799988,311.399994,313.179993,313.179993,9038200,308.5942819,314.836667,328.3374454,0.209992,0.067096527,0.209992,0,1.573314823,1.834705134,0.857530071,46.16507072,5.399994,0,1.240021,105.180023,14.830017,30.370025,14.09965179,28.87432816,14.77467637,42.97397995,34.38051673,40.51610572
10/24/14,284.399994,293.809998,284,287.059998,287.059998,19801100,305.8928529,313.176191,327.8116675,-26.119995,-8.340250202,0,26.119995,1.460935193,3.569368696,0.409297923,29.04268262,29.179993,0,27.399994,129.830017,14.830017,57.770019,11.42264119,44.49665827,33.07401708,55.91929946,59.14597894,44.36884721
10/27/14,285.700012,290.420013,285.019989,289.970001,289.970001,5950600,304.0514266,311.5933343,327.4002231,2.910003,1.013726406,2.910003,0,1.564440037,3.314413789,0.472011081,32.06572881,5.400024,0,0,129.700042,14.830017,54.840026,11.43408805,42.28219602,30.84810798,53.71628407,57.42785174,47.50257271
10/28/14,289.76001,298,289.76001,295.589996,295.589996,5572600,302.9014239,310.3442862,327.082334,5.619995,1.9381298,5.619995,0,1.854122534,3.077669947,0.602443591,37.59530721,8.23999,7.579987,0,127.970062,22.410004,52.310028,17.5119115,40.87677007,23.36485857,58.38868157,40.01607494,48.95623913
10/29/14,299.109985,299.609985,293.070007,294.119995,294.119995,4881900,301.1742816,308.9957144,326.7143341,-1.470001,-0.497310809,0,1.470001,1.72168521,2.962836451,0.58109357,36.75263634,6.539978,1.609985,0,126.330017,24.019989,52.310028,19.01368303,41.40744159,22.39375856,60.42112462,37.06279667,48.59382073
10/30/14,293.980011,299.73999,292.359985,299.070007,299.070007,4055200,298.8514273,308.1200009,326.4355564,4.950012,1.682990645,4.950012,0,1.952279981,2.751205276,0.709608984,41.5070926,7.380005,0,0.710022,127.320038,24.019989,49.880066,18.86583556,39.17691731,20.31108175,58.04275286,34.99331225,48.2804
10/31/14,305.149994,305.720001,301.5,305.459991,305.459991,4550700,297.7785687,307.5033336,326.191334,6.389984,2.136618133,6.389984,0,2.269258839,2.554690613,0.888271491,47.04151363,6.649994,5.980011,0,124.240021,30,41.970062,24.14680854,33.78143505,9.634626511,57.92824359,16.63200179,45.72171462
11/3/14,306.23999,308.01001,303.23999,305.720001,305.720001,3242500,296.7128556,306.692858,325.9694451,0.26001,0.085120804,0.26001,0,2.125741065,2.372212712,0.896100529,47.2601803,4.77002,2.290009,0,122.520051,32.290009,41.970062,26.35487721,34.25566808,7.900790867,60.61054529,13.03534035,42.33101764
11/4/14,303.98999,304.25,300.170013,302.809998,302.809998,3427400,298.9628556,305.769524,325.7276672,-2.910003,-0.951852345,0,2.910003,1.973902418,2.410626304,0.81883385,45.01971689,5.549988,0,3.069977,118.860047,32.290009,38.390045,27.1664111,32.29852753,5.132116429,59.46493863,8.630491425,38.17352951
11/5/14,303.01001,304,294.160004,296.519989,296.519989,4674500,299.8985681,304.7952372,325.4136671,-6.290009,-2.077213118,0,6.290009,1.832909388,2.687725068,0.681955684,40.54540144,9.839996,0,6.010009,115.710023,32.290009,39.130035,27.90597406,33.8173254,5.911351344,61.72329946,9.577179762,34.00047264
11/6/14,296.690002,297,292.290009,296.640015,296.640015,3758100,300.0485709,303.554285,325.0164449,0.120026,0.040478215,0.120026,0,1.710560574,2.495744706,0.685390846,40.66658172,4.709991,0,1.869995,113.940003,29.910004,41.00003,26.25066106,35.98387653,9.733215471,62.23453759,15.63957225,30.82680884
11/7/14,297.820007,299.98999,296.290009,299.859985,299.859985,2647400,300.8685694,302.815713,324.6498891,3.21997,1.085480662,3.21997,0,1.818375533,2.317477227,0.784635772,43.96615737,3.699981,2.98999,0,113.129974,32.899994,40.300018,29.08158893,35.622759,6.54117007,64.70434794,10.10932075,27.24491579
11/10/14,300,305.799988,300,305.109985,305.109985,2809100,301.7314234,302.516664,324.2901113,5.25,1.750817136,5.25,0,2.063491567,2.151943139,0.958896882,48.9508606,5.940003,5.809998,0,109.639953,29.599976,40.300018,26.99743587,36.75669033,9.759254457,63.7541262,15.30764366,26.22279549
11/11/14,305.940002,312.380005,303.649994,312.01001,312.01001,3803600,302.6671404,302.7814258,324.0507782,6.900025,2.261487771,6.900025,0,2.40895824,1.998232915,1.20554427,54.65971762,8.730011,6.580017,0,112.029968,32.839997,40.300018,29.31358242,35.97253371,6.658951291,65.28611612,10.19964379,25.86840893
11/12/14,310.75,312.579987,308.790009,311.51001,311.51001,2183000,303.4942846,302.9338073,323.9141117,-0.5,-0.160251269,0,0.5,2.236889795,1.891216278,1.182778416,54.18682939,3.789978,0.199982,0,110.419952,33.039979,39.059997,29.92210955,35.3740391,5.451929557,65.29614865,8.349542308,24.00905362
11/13/14,312,317.890015,311.51001,316.480011,316.480011,3686400,305.4471436,303.434284,323.7642229,4.970001,1.595454669,4.970001,0,2.432112024,1.756129401,1.38492757,58.07000545,6.380005,5.310028,0,87.619964,38.350007,11.660003,43.76857197,13.30747294,30.46109903,57.07604491,53.36932346,23.59643537
11/14/14,317.119995,332.880005,316.399994,327.820007,327.820007,8877800,309.9185747,304.6228565,323.7631117,11.339996,3.583163424,11.339996,0,3.068389451,1.630691587,1.881649157,65.29764918,16.480011,14.98999,0,98.699951,53.339997,11.660003,54.04257698,11.8135854,42.22899158,65.85616238,64.12306769,24.07466508
11/17/14,326.440002,328,318.029999,323.049988,323.049988,4784900,313.691428,305.5471409,323.5058892,-4.770019,-1.45507257,0,4.770019,2.849218775,1.854929259,1.536025571,60.56822095,9.970001,0,0,100.429962,45.76001,11.660003,45.56410168,11.61008405,33.95401763,57.17418573,59.38697193,25.45830058
11/18/14,323.98999,329.559998,323.25,324.929993,324.929993,3549500,317.2728577,306.4385696,323.1682224,1.880005,0.581954827,1.880005,0,2.77998922,1.722434312,1.613988528,61.74428505,6.51001,1.559998,0,100.399994,45.710023,11.660003,45.52791408,11.6135495,33.91436458,57.14146357,59.35158544,27.05035692
11/19/14,327.25,328.399994,324.019989,326.540009,326.540009,3281600,320.3342897,306.9723801,322.8582225,1.610016,0.495496271,1.610016,0,2.696419704,1.59940329,1.685891058,62.76840801,4.380005,0,0,97.399994,45.710023,10.949981,46.93021131,11.24228098,35.68793033,58.17249229,61.34846372,28.93286774
11/20/14,324,332.670013,323.329987,330.540009,330.540009,3436700,322.9814324,307.8090472,322.5764449,4,1.224964749,4,0,2.789532583,1.485160198,1.878270497,65.25691379,9.340026,4.270019,0,100.090026,44.000031,10.949981,43.96045516,10.94013204,33.02032312,54.9005872,60.14566475,32.04098652
11/21/14,335.420013,338.329987,331.470001,332.630005,332.630005,4466600,325.9985746,308.7352382,322.3562226,2.089996,0.632297435,2.089996,0,2.739565684,1.379077327,1.98652072,66.51622092,7.789978,5.659974,0,103.109984,47.369996,10.949981,45.94123106,10.61970973,35.32152134,56.56094079,62.44861002,35.57050578
11/24/14,334.779999,337.390015,333.600006,335.640015,335.640015,2754200,328.735718,311.0485724,322.1004449,3.01001,0.904912351,3.01001,0,2.758883135,1.280571803,2.154415026,68.29840108,4.76001,0,0,102.320006,47.369996,7.880004,46.2959277,7.701332621,38.59459508,53.99726032,71.47509864,40.0594063
11/25/14,335.269989,336.329987,331.279999,335.040009,335.040009,2565000,329.7671469,313.1947632,321.8257782,-0.600006,-0.17876474,0,0.600006,2.561820054,1.23195996,2.079466977,67.52684775,5.049988,0,2.320007,97.529998,47.369996,4.190002,48.56966777,4.296116155,44.27355161,52.86578392,83.74708238,45.35725649
11/26/14,333.779999,334.649994,331.75,333.570007,333.570007,1983600,331.2700067,315.0033352,321.5227783,-1.470002,-0.438754167,0,1.470002,2.378832907,1.248962963,1.904646477,65.57240243,3.290009,0,0,96.110016,47.369996,2.320007,49.28726263,2.41390762,46.87335501,51.70117025,90.66207744,50.71600686
11/28/14,336.029999,341.26001,336.029999,338.640015,338.640015,3051800,333.2285813,317.1233361,321.3061117,5.070008,1.519923223,5.070008,0,2.5710597,1.159751323,2.216906029,68.91423029,7.690003,6.610016,0,100.100038,50.990022,2.320007,50.93906358,2.317688431,48.62137515,53.25675201,91.29617056,56.51506756
12/1/14,338.119995,340.640015,325.929993,326,326,4944900,333.1514371,318.4057168,320.9437785,-12.640015,-3.732581632,0,12.640015,2.387412578,1.979770157,1.205903913,54.66710974,14.710022,0,10.100006,108.870057,45.180024,12.420013,41.49903586,11.40810737,30.09092849,52.90714324,56.87498256,59.48416319
12/2/14,327.5,327.929993,323.25,326.309998,326.309998,2790300,332.5471499,319.3985742,320.9693339,0.309998,0.095091411,0.309998,0,2.239025823,1.838358003,1.217948745,54.91329535,4.679993,0,2.679993,104.820039,38.600007,15.100006,36.82502637,14.40564814,22.41937823,51.23067451,43.76163,61.88144792
12/3/14,325.730011,326.769989,314.359985,316.5,316.5,5681000,330.2428634,319.9119075,320.9258894,-9.809998,-3.006343066,0,9.809998,2.079095407,2.40776086,0.863497468,46.33746399,12.410004,0,8.890015,113.440065,38.400025,23.990021,33.8504963,21.14774969,12.7027466,54.99824599,23.09663949,62.93481201
12/4/14,315.529999,318.589996,313.470001,316.929993,316.929993,3290300,327.5700031,320.5842882,320.8917783,0.429993,0.135858768,0.429993,0,1.961302378,2.235777941,0.877234873,46.7301607,5.119995,0,0.889984,112.180055,33.089997,24.880005,29.49721945,22.17863505,7.318584395,51.6758545,14.16248355,60.13432344
12/5/14,316.799988,316.929993,310.839996,312.630005,312.630005,3265200,324.368574,321.3514319,320.7820004,-4.299988,-1.356762722,0,4.299988,1.821209351,2.383221517,0.764179636,43.31642993,6.089997,0,2.630005,101.790041,18.100007,27.51001,17.78170715,27.02622941,9.244522261,44.80793656,20.63143936,57.02777856
12/8/14,311.570007,316.559998,304.820007,306.640015,306.640015,3639200,320.5214323,321.8276223,320.7114451,-5.98999,-1.915999713,0,5.98999,1.691122968,2.640847837,0.640371227,39.03818942,11.739991,0,6.019989,103.560031,18.100007,33.529999,17.47779218,32.37735512,14.89956294,49.8551473,29.88570639,54.92054531
12/9/14,302.98999,313.640015,301.140015,312.5,312.5,4049500,316.7871444,322.4295278,320.7718896,5.859985,1.911030757,5.859985,0,1.988898828,2.452215849,0.811061893,44.78377553,12.5,0,3.679992,109.550021,16.540009,37.209991,15.09813403,33.96621074,18.86807671,49.06434477,38.45578047,53.42798781
12/10/14,312,313.190002,304.679993,305.839996,305.839996,3245900,313.9071439,322.4642902,320.6851119,-6.660004,-2.13120128,0,6.660004,1.846834626,2.752772145,0.670899925,40.1520112,8.510009,0,0,113.680025,16.540009,37.209991,14.54961767,32.73221571,18.18259804,47.28183337,38.45578047,51.79279615
12/11/14,307.890015,312.640015,306.01001,307.359985,307.359985,3262900,311.1999991,322.2428605,320.6300005,1.519989,0.496988301,1.519989,0,1.82348851,2.556145563,0.713374283,41.6356362,6.800019,0,0,111.140018,12.26999,37.209991,11.04011878,33.4802816,22.44016282,44.52040038,50.40422509,51.09697903
12/12/14,303.98999,310.640015,303.01001,307.320007,307.320007,3153500,309.8885716,322.0433365,320.5570004,-0.039978,-0.013006898,0,0.039978,1.69323933,2.376419309,0.712517073,41.60642158,7.630005,0,3,110.980045,6.610016,40.209991,5.956040115,36.23173067,30.27569055,42.18777078,71.76413921,51.76237397
12/15/14,308.869995,310.859985,302.149994,306.070007,306.070007,3841600,308.337145,321.547622,320.4972226,-1.25,-0.406742149,0,1.25,1.572293664,2.295960787,0.684808588,40.64607652,8.709991,0,0.860016,114.930026,6.610016,41.070007,5.751339515,35.7347931,29.98345358,41.48613261,72.27343619,51.81939808
12/16/14,304.350006,304.48999,295.01001,295.059998,295.059998,6501300,305.827144,319.9876216,320.2556671,-11.010009,-3.597219181,0,11.010009,1.459986974,2.918392802,0.500270893,33.34537086,11.059997,0,7.139984,120.940035,6.610016,45.889984,5.465531741,37.94441105,32.47887931,43.40994279,74.81898667,51.18167696
12/17/14,296.369995,299.670013,293.029999,298.880005,298.880005,4433500,304.7185711,318.83667,320.0395562,3.820007,1.294654316,3.820007,0,1.628559833,2.709936173,0.600958742,37.53742842,6.640014,0,1.980011,124.29004,6.610016,47.869995,5.31821858,38.51474744,33.19652886,43.83296602,75.73416055,50.11539718
12/18/14,304.01001,304.5,293.25,297.730011,297.730011,7738100,302.6085727,317.5414328,319.7996674,-1.149994,-0.384767793,0,1.149994,1.51223413,2.598511732,0.581961633,36.78734178,11.25,4.829987,0,127.850037,4.829987,47.869995,3.777853424,37.44230047,33.66444704,41.22015389,81.6698723,49.42780445
12/19/14,296.910004,301.540009,295.519989,299.899994,299.899994,8709100,301.760001,316.2728607,319.5065562,2.169983,0.728842549,2.169983,0,1.559216193,2.412903751,0.646199083,39.25400578,6.02002,0,0,119.160035,4.829987,37.769989,4.053361515,31.69685961,27.64349809,35.75022112,77.32399192,50.88844798
12/22/14,301.940002,307.359985,301.940002,306.540009,306.540009,4003800,301.6428616,315.1300035,319.2102231,6.640015,2.214076403,6.640015,0,1.922130393,2.240553484,0.857881951,46.17526697,7.459991,5.819976,0,121.940033,10.649963,35.089996,8.733770804,28.77643637,20.04266556,37.51020717,53.43256429,51.579229
12/23/14,306.980011,307.48999,303.25,306.290009,306.290009,2713700,301.495719,313.875718,318.9064453,-0.25,-0.081555423,0,0.25,1.784835365,2.098371092,0.850581373,45.96292741,4.23999,0.130005,0,113.770019,10.779968,26.199981,9.475227388,23.02889745,13.55367006,32.50412483,41.69830791,52.9079196
12/24/14,306.380005,307,302.880005,303.029999,303.029999,1513800,301.0614321,312.3228601,318.5564453,-3.26001,-1.064354012,0,3.26001,1.657347125,2.1813453,0.759782106,43.17478301,4.119995,0,0.369995,112.770019,10.779968,25.679992,9.559249963,22.7720029,13.21275294,32.33125287,40.8668139,54.81537176
12/26/14,305,310.779999,303.809998,309.089996,309.089996,2893800,303.0657176,311.0871452,318.2671119,6.059997,1.999801016,6.059997,0,1.971822116,2.025534921,0.973482163,49.32814601,7.75,3.779999,0,114.430022,14.559967,23.049987,12.72390475,20.14330383,7.41939908,32.86720857,22.57386436,54.95411641
12/29/14,307.850006,314.269989,306.579987,312.040009,312.040009,3009000,304.9457181,310.0619072,318.0033342,2.950013,0.95441879,2.950013,0,2.041692893,1.880853855,1.085513841,52.05018637,7.690002,3.48999,0,110.380033,18.049957,17.029998,16.35255626,15.42851323,0.924043029,31.7810695,2.907526535,53.02710356
12/30/14,309.910004,313.940002,309.339996,310.299988,310.299988,2093000,306.7414291,308.7123821,317.7521118,-1.740021,-0.557627532,0,1.740021,1.895857687,1.870794366,1.013397154,50.33270024,4.600006,0,0,102.480039,18.049957,13.350006,17.61314416,13.02693298,4.586211174,30.64007714,14.96801445,51.34940599
12/31/14,311.549988,312.980011,310.01001,310.350006,310.350006,2048000,308.234288,307.9671443,317.516112,0.050018,0.01611924,0.050018,0,1.764011995,1.737166197,1.015453788,50.38338234,2.970001,0,0,96.940031,18.049957,13.350006,18.61971449,13.77140678,4.848307713,32.39112127,14.96801445,49.67170842
1/2/15,312.579987,314.75,306.959991,308.519989,308.519989,2783200,308.5171423,307.120001,317.2327786,-1.830017,-0.589662305,0,1.830017,1.638011138,1.743798397,0.939335155,48.43593706,7.790009,0,3.050019,97.930021,18.049957,16.400025,18.43148487,16.74667771,1.684807154,35.17816258,4.789355187,46.41350342
1/5/15,307.01001,308.380005,300.850006,302.190002,302.190002,2774200,307.931427,306.4385725,316.7923343,-6.329987,-2.051726704,0,6.329987,1.521010342,2.071383297,0.734296904,42.339746,7.669983,0,6.109985,97.969999,18.049957,19.51001,18.42396365,19.91426988,1.490306231,38.33823352,3.887258474,41.5651548
1/6/15,302.23999,303,292.380005,295.290009,295.290009,3519000,306.8257141,305.4080971,316.2602234,-6.899993,-2.283329347,0,6.899993,1.412366746,2.41628399,0.584520177,36.88941206,10.619995,0,8.470001,99.880003,18.049957,27.119995,18.07164243,27.15257728,9.080934849,45.22421971,20.07980438,37.83703824
1/7/15,297.5,301.279999,295.329987,298.420013,298.420013,2640300,305.3014309,304.7314308,315.7980015,3.130004,1.059976262,3.130004,0,1.535055122,2.243692277,0.68416473,40.62338547,5.98999,0,0,94.809996,18.049957,19.980011,19.0380316,21.07373889,2.03570729,40.11177049,5.0750871,32.85533113
1/8/15,300.320007,303.140015,296.109985,300.459991,300.459991,3088400,303.6471426,304.437144,315.3693346,2.039978,0.683592893,2.039978,0,1.571121042,2.083428543,0.754103637,42.99082569,7.03003,1.860016,0,95.200012,19.909973,18,20.91383455,18.90756064,2.006273907,39.82139519,5.03818085,27.80561829
1/9/15,301.480011,302.869995,296.679993,296.929993,296.929993,2592400,301.7371433,303.695715,314.8643345,-3.529998,-1.174864576,0,3.529998,1.45889811,2.186754932,0.667152084,40.01746993,6.190002,0,0,90.140014,15.079986,18,16.72951371,19.96893411,3.239420398,36.69844782,8.82713191,22.60256541
1/12/15,297.559998,298.51001,289.279999,291.410004,291.410004,3421400,299.0314287,303.0085726,314.3355567,-5.519989,-1.859020352,0,5.519989,1.354691102,2.42484308,0.558671657,35.84280593,9.230011,0,7.399994,93.350005,15.079986,25.399994,16.15424231,27.209419,11.0551767,43.36366131,25.4941035,18.90043052
1/13/15,297.480011,301.5,293.230011,294.73999,294.73999,4136400,297.0628574,302.4076204,313.7665565,3.329986,1.142715059,3.329986,0,1.495783595,2.251640003,0.664308501,39.91498575,10.089996,2.98999,0,95.98001,12.25,25.399994,12.76307431,26.46383763,13.70076332,39.22691194,34.92694846,17.57860082
1/14/15,291.929993,295.910004,286.5,293.269989,293.269989,5538700,295.7885699,301.738572,313.1764452,-1.470001,-0.498745013,0,1.470001,1.38894191,2.195808646,0.632542327,38.74584544,9.410004,0,6.730011,101.150024,12.119995,32.130005,11.98219686,31.76470329,19.78250643,43.74690015,45.22036158,17.83017608
1/15/15,294,296,286.820007,286.950012,286.950012,4419200,294.5971417,300.828096,312.5610009,-6.319977,-2.155002979,0,6.319977,1.289731773,2.490392099,0.517883017,34.11877009,9.179993,0.089996,0,106.210022,12.209991,31.76001,11.49608179,29.90302554,18.40694374,41.39910733,44.46217547,18.08698762
1/16/15,286.279999,290.790009,285.25,290.73999,290.73999,3478200,293.4999956,300.6223813,312.1275564,3.789978,1.320779872,3.789978,0,1.468320789,2.312506949,0.634947622,38.83596108,5.540009,0,1.570007,104.000031,8.429992,33.330017,8.105759122,32.04808372,23.94232459,40.15384284,59.6264838,20.7336033
1/20/15,292.589996,293.359985,286.390015,289.440002,289.440002,3075100,291.9257114,300.1728574,311.6621121,-1.299988,-0.447130785,0,1.299988,1.363440733,2.240184167,0.608628859,37.83525674,6.96997,2.569976,0,103.279999,7.509978,33.330017,7.271473734,32.27151174,25.000038,39.54298547,63.22243428,25.04181099
1/21/15,289.640015,306,287.26001,297.25,297.25,10065100,291.9714267,300.1499997,311.2924455,7.809998,2.698313276,7.809998,0,1.823909109,2.080171013,0.87680729,46.71802454,18.73999,12.640015,0,117.419983,20.149993,33.330017,17.16061652,28.38530218,11.22468567,45.5459187,24.64476727,25.73300762
1/22/15,300,312.25,300,310.320007,310.320007,5362600,294.6728557,300.6461908,311.0605567,13.070007,4.396974601,13.070007,0,2.627201816,1.931587369,1.3601258,57.62937722,15,6.25,0,129.449982,26.399993,33.330017,20.39397194,25.74740953,5.353437593,46.14138146,11.60224818,25.49259575
1/23/15,308.079987,316.929993,307.720001,312.390015,312.390015,4496400,297.1942879,300.9247625,310.9327789,2.070008,0.667055927,2.070008,0,2.587402257,1.793616842,1.442561307,59.05936949,9.209992,4.679993,0,130.869965,31.079986,30.279998,23.74875396,23.13746932,0.611284644,46.88622328,1.303761748,25.24362479
1/26/15,311.820007,313,307.519989,309.660004,309.660004,3169700,299.5357186,301.0852385,310.7316678,-2.730011,-0.873911095,0,2.730011,2.40258781,1.860502139,1.29136525,56.35789624,5.480011,0,0.200012,128.679993,31.079986,24.370025,24.15292795,18.93847243,5.214455521,43.09140039,12.10091915,25.83031484
1/27/15,306.299988,310.23999,302.630005,306.75,306.75,2920300,302.3642883,301.2623814,310.5400011,-2.910004,-0.93974164,0,2.910004,2.230974395,1.935466558,1.152680415,53.54628615,7.609985,0,4.889984,125.669983,31.079986,20.790008,24.73143169,16.54333637,8.188095323,41.27476806,19.83801656,25.81304428
1/28/15,309.809998,311.51001,303.799988,303.910004,303.910004,3063800,304.2457189,301.0157151,310.3056678,-2.839996,-0.925834067,0,2.839996,2.071619081,2.000075804,1.035770283,50.87854419,7.710022,1.27002,0,127.390015,32.350006,20.790008,25.39445968,16.31996668,9.074493005,41.71442636,21.75384824,27.00438436
1/29/15,304.730011,312.799988,299.329987,311.779999,311.779999,8656600,307.437147,301.0033337,310.0885566,7.869995,2.589580763,7.869995,0,2.48578879,1.857213246,1.338450926,57.23664804,13.470001,0,4.470001,133.829986,30.48999,25.260009,22.7826296,18.87470047,3.907929124,41.65733007,9.381132007,27.31459515
1/30/15,346.320007,359.5,340.73999,354.529999,354.529999,23856100,315.620004,303.1095247,310.4222233,42.75,13.71159155,42.75,0,5.361803876,1.724555157,3.109093875,75.66373438,47.720001,46.700012,0,175.359985,77.190002,25.260009,44.01802498,14.40465965,29.61336533,58.42268463,50.68812828,30.30466632
2/2/15,350.049988,365,350.01001,364.470001,364.470001,10231900,323.3557174,305.6866673,310.876001,9.940002,2.803712529,9.940002,0,5.688818028,1.601372646,3.552463595,78.03387157,14.98999,5.5,0,181.119964,82.690002,17.860015,45.65482467,9.860875966,35.7939487,55.51570063,64.47536155,33.0890419
2/3/15,360.290009,367.820007,360.209991,363.549988,363.549988,6212600,330.664285,308.3071434,311.2686676,-0.920013,-0.25242489,0,0.920013,5.282473883,1.5527041,3.402112407,77.28363323,7.610016,2.820007,0,178.639984,82.520019,17.860015,46.19347648,9.997770152,36.19570633,56.19124664,64.41520432,35.19534589
2/4/15,358.380005,367.5,358.230011,364.75,364.75,4169900,338.5342844,311.286191,311.7444455,1.200012,0.330081705,1.200012,0,4.990869463,1.441796664,3.461562637,77.58632835,9.269989,0,1.97998,178.499969,82.520019,13.109984,46.22971055,7.344530127,38.88518042,53.57424068,72.58186011,37.14973864
2/5/15,366,378.799988,365.899994,373.890015,373.890015,7247600,348.1257151,315.0290484,312.3075569,9.140015,2.505830021,9.140015,0,5.287237001,1.338811188,3.949202881,79.79472606,14.049988,11.299988,0,183.369964,93.730011,13.109984,51.11524753,7.149471873,43.96577566,58.26471941,75.45865853,39.36377315
2/6/15,374.869995,375.98999,371.01001,374.279999,374.279999,3892400,358.1785716,318.6414287,312.8904457,0.389984,0.10430447,0.389984,0,4.937433216,1.243181818,3.971609901,79.88579112,4.97998,0,0,182.809935,93.730011,11.539977,51.27183651,6.312554621,44.95928189,57.58439113,78.0754663,40.68155761
2/9/15,371,374.410004,367.200012,370.559998,370.559998,2724600,366.5757143,321.9795242,313.4251123,-3.720001,-0.993908574,0,3.720001,4.584759414,1.420097474,3.228482199,76.35085232,7.209992,0,3.809998,183.049957,91.160035,15.349975,49.80063175,8.385675283,41.41495646,58.18630703,71.17646501,41.24970266
2/10/15,371.190002,374.299988,368.51001,373,373,2287200,369.2142859,325.6019055,314.0422235,2.440002,0.65846341,2.440002,0,4.431562456,1.31866194,3.360650916,77.06764382,5.789978,0,0,170.099945,78.52002,15.349975,46.1611084,9.024091689,37.13701671,55.18520009,67.29524701,44.2961655
2/11/15,371.230011,377.100006,371.100006,375.140015,375.140015,2786500,370.7385736,329.5890489,314.6725569,2.140015,0.573730563,2.140015,0,4.267880495,1.224471801,3.485486959,77.70587655,6,2.800018,0,161.099945,75.070038,15.349975,46.59842559,9.528231062,37.07019453,56.12665665,66.04739484,48.18510455
