Date,Open-amzn,High-amzn,Low-amzn,Close-amzn,Adj Close-amzn,Volume-amzn,SMA-7,SMA-21,SMA-90,Change,% Change,Gain,Loss,Average Gain,Average Loss,RS,RSI-14 Day,TR,DM+1,DM-1,TR-14,DM+1-14,DM-1+14,dl+1-14,dl-1-14,dl14diff,dl14sum,DX,ADX
6/15/12,215.289993,219.330002,214.460007,218.350006,218.350006,3785200,216.8185709,#N/A,#N/A,3.900009,1.818609958,3.900009,0,,,,,4.880005,2.830002,0,,,,,,,,,
6/18/12,217.279999,223.759995,216.729996,222.660004,222.660004,3369600,217.3699996,#N/A,#N/A,4.309998,1.973894152,4.309998,0,,,,,7.029999,4.429993,0,,,,,,,,,
6/19/12,223.259995,225.199997,221.660004,224.029999,224.029999,2716600,218.1628571,#N/A,#N/A,1.369995,0.615285626,1.369995,0,,,,,3.539993,1.440002,0,,,,,,,,,
6/20/12,224.509995,224.740005,220.839996,223.020004,223.020004,2444400,219.0942863,#N/A,#N/A,-1.009995,-0.450830248,0,1.009995,,,,,3.900009,0,0.820008,,,,,,,,,
6/21/12,223.839996,226.029999,220.520004,220.570007,220.570007,2843000,219.6871447,#N/A,#N/A,-2.449997,-1.098554818,0,2.449997,1.537143143,0.480000071,3.202381071,76.20396668,5.509995,1.289994,0,68.289993,20.25,6.370011,29.65295369,9.327883516,20.32507018,38.98083721,52.14118431,#N/A
6/22/12,221.830002,222.509995,219.350006,222.160004,222.160004,2187500,220.7485744,#N/A,#N/A,1.589997,0.720858208,1.589997,0,1.540918418,0.445714352,3.457188245,77.56433103,3.159989,0,1.169998,62.469971,16.12999,7.540009,25.82038977,12.06981351,13.75057626,37.89020328,36.29058455,#N/A
6/25/12,220.300003,221.589996,218,220.070007,220.070007,2382300,221.551433,#N/A,#N/A,-2.089997,-0.940762046,0,2.089997,1.430852817,0.563163113,2.540743144,71.75734134,4.160004,0,1.350006,60.929978,14.619995,8.890015,23.99474853,14.59054359,9.404204938,38.58529212,24.37251196,#N/A
6/26/12,221.449997,226.389999,221.449997,225.610001,225.610001,3754100,222.5885751,#N/A,#N/A,5.539994,2.517378027,5.539994,0,1.724362902,0.522937176,3.297457096,76.73042505,6.319992,4.800003,0,62.059983,17.880005,8.890015,28.81084418,14.32487502,14.48596916,43.1357192,33.58230588,#N/A
6/27/12,225.009995,227.5,223.300003,225.619995,225.619995,2799200,223.011431,#N/A,#N/A,0.009994,0.004429768,0.009994,0,1.60190798,0.485584521,3.298927194,76.73838251,4.199997,1.110001,0,62.409974,15.899995,8.890015,25.47668903,14.24454207,11.23214696,39.7212311,28.27743918,#N/A
6/28/12,223.919998,224.619995,218.75,221.309998,221.309998,2994800,222.6228594,#N/A,#N/A,-4.309997,-1.910290353,0,4.309997,1.487485981,0.758756841,1.960425135,66.22106777,6.869995,0,4.550003,66.519975,15.899995,11.990021,23.90258716,18.02469258,5.877894572,41.92727974,14.01926051,#N/A
6/29/12,224.699997,228.350006,223.710007,228.350006,228.350006,3614400,223.3842883,219.2747636,#N/A,7.040008,3.181061888,7.040008,0,1.884094697,0.704559923,2.674144008,72.78277613,7.040008,3.730011,0,67.889985,19.630006,10.530014,28.91443561,15.51040849,13.40402712,44.42484411,30.17236726,#N/A
7/2/12,229.300003,229.339996,226.339996,229.320007,229.320007,2330700,224.6342883,220.2795258,#N/A,0.970001,0.424786939,0.970001,0,1.81880229,0.654234215,2.780047649,73.54530702,3,0.98999,0,67.409989,20.619996,9.850021,30.58893245,14.6121089,15.97682355,45.20104135,35.34614044,#N/A
7/3/12,229.139999,229.529999,227.589996,229.529999,229.529999,1331700,225.6871447,220.9919063,#N/A,0.209992,0.0915716,0.209992,0,1.703887269,0.607503199,2.804737937,73.71698086,1.940003,0.190003,0,65.489991,20.809999,8.850021,31.77584648,13.51354744,18.26229904,45.28939392,40.32356688,#N/A
7/5/12,228.619995,230.5,226.529999,227.059998,227.059998,2682300,226.6857149,221.6514297,#N/A,-2.470001,-1.076112495,0,2.470001,1.582181036,0.740538756,2.136526984,68.11760252,3.970001,0,1.059997,65.51999,20.809999,8.950012,31.76129758,13.65997156,18.10132602,45.42126914,39.85209212,#N/A
7/6/12,226.350006,228.899994,224.179993,225.050003,225.050003,3203200,226.6057151,222.004287,#N/A,-2.009995,-0.88522638,0,2.009995,1.469168105,0.831214202,1.767496393,63.86625824,4.720001,0,2.350006,65.359986,17.979997,11.300018,27.50918123,17.28889293,10.2202883,44.79807416,22.81412424,#N/A
7/9/12,225,226,223.449997,225.050003,225.050003,1922000,226.5242877,222.3019061,#N/A,0,0,0,0,1.364227526,0.771841759,1.767496393,63.86625824,2.550003,0,0.729996,60.87999,13.550004,12.030014,22.25690904,19.76021021,2.496698833,42.01711925,5.942099024,#N/A
